segment_id,track_sample_id,original_audio,label,label_id,genre,generator,split,cache_index
seg_005075,sample_01691,Invaders From Within - Monroeville Music Center,FAKE,1,Pop,producer,train,5075
seg_005076,sample_01692,John the Baby - Ergo Phizmiz,FAKE,1,Pop,producer,train,5076
seg_005077,sample_01692,John the Baby - Ergo Phizmiz,FAKE,1,Pop,producer,train,5077
seg_005078,sample_01692,John the Baby - Ergo Phizmiz,FAKE,1,Pop,producer,train,5078
seg_005079,sample_01693,Kissing Scars - Caleb Lemond,FAKE,1,Pop,producer,train,5079
seg_005080,sample_01693,Kissing Scars - Caleb Lemond,FAKE,1,Pop,producer,train,5080
seg_005081,sample_01693,Kissing Scars - Caleb Lemond,FAKE,1,Pop,producer,train,5081
seg_005082,sample_01694,kolorowe wody - Katapulto,FAKE,1,Pop,producer,train,5082
seg_005083,sample_01694,kolorowe wody - Katapulto,FAKE,1,Pop,producer,train,5083
seg_005084,sample_01694,kolorowe wody - Katapulto,FAKE,1,Pop,producer,train,5084
seg_005085,sample_01695,"Lackadaisical - Oh Yeah, the Future",FAKE,1,Pop,producer,train,5085
seg_005086,sample_01695,"Lackadaisical - Oh Yeah, the Future",FAKE,1,Pop,producer,train,5086
seg_005087,sample_01695,"Lackadaisical - Oh Yeah, the Future",FAKE,1,Pop,producer,train,5087
seg_005088,sample_01696,"Lovedreams - Oh Yeah, the Future",FAKE,1,Pop,producer,train,5088
seg_005089,sample_01696,"Lovedreams - Oh Yeah, the Future",FAKE,1,Pop,producer,train,5089
seg_005090,sample_01696,"Lovedreams - Oh Yeah, the Future",FAKE,1,Pop,producer,train,5090
seg_005091,sample_01697,Mandrill - Ergo Phizmiz,FAKE,1,Pop,producer,train,5091
seg_005092,sample_01697,Mandrill - Ergo Phizmiz,FAKE,1,Pop,producer,train,5092
seg_005093,sample_01698,mc trabalenguas - Volumina,FAKE,1,Pop,producer,train,5093
seg_005094,sample_01698,mc trabalenguas - Volumina,FAKE,1,Pop,producer,train,5094
seg_005095,sample_01698,mc trabalenguas - Volumina,FAKE,1,Pop,producer,train,5095
seg_005096,sample_01699,Monkeystage - Ergo Phizmiz,FAKE,1,Pop,producer,train,5096
seg_005097,sample_01699,Monkeystage - Ergo Phizmiz,FAKE,1,Pop,producer,train,5097
seg_005098,sample_01699,Monkeystage - Ergo Phizmiz,FAKE,1,Pop,producer,train,5098
seg_005099,sample_01700,Motocross Mania - Monroeville Music Center,FAKE,1,Pop,producer,test,5099
seg_005100,sample_01700,Motocross Mania - Monroeville Music Center,FAKE,1,Pop,producer,test,5100
seg_005101,sample_01700,Motocross Mania - Monroeville Music Center,FAKE,1,Pop,producer,test,5101
seg_005102,sample_01701,Music For an Underground Circu - Ergo Phizmiz,FAKE,1,Pop,producer,test,5102
seg_005103,sample_01701,Music For an Underground Circu - Ergo Phizmiz,FAKE,1,Pop,producer,test,5103
seg_005104,sample_01701,Music For an Underground Circu - Ergo Phizmiz,FAKE,1,Pop,producer,test,5104
seg_005105,sample_01702,Music For an Underground Circu - Ergo Phizmiz,FAKE,1,Pop,producer,test,5105
seg_005106,sample_01702,Music For an Underground Circu - Ergo Phizmiz,FAKE,1,Pop,producer,test,5106
seg_005107,sample_01702,Music For an Underground Circu - Ergo Phizmiz,FAKE,1,Pop,producer,test,5107
seg_005108,sample_01703,Nature Is Over / Defined - Bird Names,FAKE,1,Pop,producer,train,5108
seg_005109,sample_01703,Nature Is Over / Defined - Bird Names,FAKE,1,Pop,producer,train,5109
seg_005110,sample_01703,Nature Is Over / Defined - Bird Names,FAKE,1,Pop,producer,train,5110
seg_005111,sample_01704,New Life (take 1) - Bird Names,FAKE,1,Pop,producer,val,5111
seg_005112,sample_01704,New Life (take 1) - Bird Names,FAKE,1,Pop,producer,val,5112
seg_005113,sample_01704,New Life (take 1) - Bird Names,FAKE,1,Pop,producer,val,5113
seg_005114,sample_01705,Norweigian Wood II - Bird Names,FAKE,1,Pop,producer,val,5114
seg_005115,sample_01705,Norweigian Wood II - Bird Names,FAKE,1,Pop,producer,val,5115
seg_005116,sample_01705,Norweigian Wood II - Bird Names,FAKE,1,Pop,producer,val,5116
seg_005117,sample_01706,On My Mind - Ergo Phizmiz,FAKE,1,Pop,producer,train,5117
seg_005118,sample_01706,On My Mind - Ergo Phizmiz,FAKE,1,Pop,producer,train,5118
seg_005119,sample_01706,On My Mind - Ergo Phizmiz,FAKE,1,Pop,producer,train,5119
seg_005120,sample_01707,philcollins takes your hand - Katapulto,FAKE,1,Pop,producer,train,5120
seg_005121,sample_01707,philcollins takes your hand - Katapulto,FAKE,1,Pop,producer,train,5121
seg_005122,sample_01707,philcollins takes your hand - Katapulto,FAKE,1,Pop,producer,train,5122
seg_005123,sample_01708,purity & danger - Katapulto,FAKE,1,Pop,producer,train,5123
seg_005124,sample_01708,purity & danger - Katapulto,FAKE,1,Pop,producer,train,5124
seg_005125,sample_01708,purity & danger - Katapulto,FAKE,1,Pop,producer,train,5125
seg_005126,sample_01709,Roller Star - Monroeville Music Center,FAKE,1,Pop,producer,val,5126
seg_005127,sample_01709,Roller Star - Monroeville Music Center,FAKE,1,Pop,producer,val,5127
seg_005128,sample_01709,Roller Star - Monroeville Music Center,FAKE,1,Pop,producer,val,5128
seg_005129,sample_01710,"Roundtrip - Oh Yeah, the Future",FAKE,1,Pop,producer,val,5129
seg_005130,sample_01710,"Roundtrip - Oh Yeah, the Future",FAKE,1,Pop,producer,val,5130
seg_005131,sample_01710,"Roundtrip - Oh Yeah, the Future",FAKE,1,Pop,producer,val,5131
seg_005132,sample_01711,Shadow Government - Bird Names,FAKE,1,Pop,producer,train,5132
seg_005133,sample_01711,Shadow Government - Bird Names,FAKE,1,Pop,producer,train,5133
seg_005134,sample_01711,Shadow Government - Bird Names,FAKE,1,Pop,producer,train,5134
seg_005135,sample_01712,She Works / Tepid Waters - Bird Names,FAKE,1,Pop,producer,test,5135
seg_005136,sample_01712,She Works / Tepid Waters - Bird Names,FAKE,1,Pop,producer,test,5136
seg_005137,sample_01712,She Works / Tepid Waters - Bird Names,FAKE,1,Pop,producer,test,5137
seg_005138,sample_01713,Soleares&beats - Malaventura,FAKE,1,Pop,producer,val,5138
seg_005139,sample_01713,Soleares&beats - Malaventura,FAKE,1,Pop,producer,val,5139
seg_005140,sample_01713,Soleares&beats - Malaventura,FAKE,1,Pop,producer,val,5140
seg_005141,sample_01714,Something Dirty - Ergo Phizmiz,FAKE,1,Pop,producer,test,5141
seg_005142,sample_01714,Something Dirty - Ergo Phizmiz,FAKE,1,Pop,producer,test,5142
seg_005143,sample_01714,Something Dirty - Ergo Phizmiz,FAKE,1,Pop,producer,test,5143
seg_005144,sample_01715,Spanish BEEEYYAAACHHH - Malaventura,FAKE,1,Pop,producer,train,5144
seg_005145,sample_01715,Spanish BEEEYYAAACHHH - Malaventura,FAKE,1,Pop,producer,train,5145
seg_005146,sample_01715,Spanish BEEEYYAAACHHH - Malaventura,FAKE,1,Pop,producer,train,5146
seg_005147,sample_01716,Stockholm Syndrome / People Should Be More Aware - Bird Names,FAKE,1,Pop,producer,val,5147
seg_005148,sample_01716,Stockholm Syndrome / People Should Be More Aware - Bird Names,FAKE,1,Pop,producer,val,5148
seg_005149,sample_01716,Stockholm Syndrome / People Should Be More Aware - Bird Names,FAKE,1,Pop,producer,val,5149
seg_005150,sample_01717,The Cave of Time - Monroeville Music Center,FAKE,1,Pop,producer,train,5150
seg_005151,sample_01717,The Cave of Time - Monroeville Music Center,FAKE,1,Pop,producer,train,5151
seg_005152,sample_01717,The Cave of Time - Monroeville Music Center,FAKE,1,Pop,producer,train,5152
seg_005153,sample_01718,The Coldest Winter - Caleb Lemond,FAKE,1,Pop,producer,train,5153
seg_005154,sample_01718,The Coldest Winter - Caleb Lemond,FAKE,1,Pop,producer,train,5154
seg_005155,sample_01718,The Coldest Winter - Caleb Lemond,FAKE,1,Pop,producer,train,5155
seg_005156,sample_01719,The Dream and the Dreamer - Caleb Lemond,FAKE,1,Pop,producer,train,5156
seg_005157,sample_01719,The Dream and the Dreamer - Caleb Lemond,FAKE,1,Pop,producer,train,5157
seg_005158,sample_01719,The Dream and the Dreamer - Caleb Lemond,FAKE,1,Pop,producer,train,5158
seg_005159,sample_01720,The plot - Malaventura,FAKE,1,Pop,producer,train,5159
seg_005160,sample_01720,The plot - Malaventura,FAKE,1,Pop,producer,train,5160
seg_005161,sample_01720,The plot - Malaventura,FAKE,1,Pop,producer,train,5161
seg_005162,sample_01721,The Race Forever - Monroeville Music Center,FAKE,1,Pop,producer,train,5162
seg_005163,sample_01721,The Race Forever - Monroeville Music Center,FAKE,1,Pop,producer,train,5163
seg_005164,sample_01721,The Race Forever - Monroeville Music Center,FAKE,1,Pop,producer,train,5164
seg_005165,sample_01722,The Reality Machine - Monroeville Music Center,FAKE,1,Pop,producer,train,5165
seg_005166,sample_01722,The Reality Machine - Monroeville Music Center,FAKE,1,Pop,producer,train,5166
seg_005167,sample_01722,The Reality Machine - Monroeville Music Center,FAKE,1,Pop,producer,train,5167
seg_005168,sample_01723,Time Is Love - Silence is full of birds,FAKE,1,Pop,producer,val,5168
seg_005169,sample_01723,Time Is Love - Silence is full of birds,FAKE,1,Pop,producer,val,5169
seg_005170,sample_01723,Time Is Love - Silence is full of birds,FAKE,1,Pop,producer,val,5170
seg_005171,sample_01724,Troubles I've seen - Malaventura,FAKE,1,Pop,producer,test,5171
seg_005172,sample_01724,Troubles I've seen - Malaventura,FAKE,1,Pop,producer,test,5172
seg_005173,sample_01724,Troubles I've seen - Malaventura,FAKE,1,Pop,producer,test,5173
seg_005174,sample_01725,We Are Canucks - David Blair,FAKE,1,Pop,producer,train,5174
seg_005175,sample_01725,We Are Canucks - David Blair,FAKE,1,Pop,producer,train,5175
seg_005176,sample_01725,We Are Canucks - David Blair,FAKE,1,Pop,producer,train,5176
seg_005177,sample_01726,Yoko live at FoEG - Emma Acs,FAKE,1,Pop,producer,train,5177
seg_005178,sample_01726,Yoko live at FoEG - Emma Acs,FAKE,1,Pop,producer,train,5178
seg_005179,sample_01726,Yoko live at FoEG - Emma Acs,FAKE,1,Pop,producer,train,5179
seg_005180,sample_01727,You Are A Monster - Monroeville Music Center,FAKE,1,Pop,producer,train,5180
seg_005181,sample_01727,You Are A Monster - Monroeville Music Center,FAKE,1,Pop,producer,train,5181
seg_005182,sample_01727,You Are A Monster - Monroeville Music Center,FAKE,1,Pop,producer,train,5182
seg_005183,sample_01728,zero rhythm dollar boy - Katapulto,FAKE,1,Pop,producer,train,5183
seg_005184,sample_01728,zero rhythm dollar boy - Katapulto,FAKE,1,Pop,producer,train,5184
seg_005185,sample_01728,zero rhythm dollar boy - Katapulto,FAKE,1,Pop,producer,train,5185
seg_005186,sample_01729,1984 - Punk Rock Opera,FAKE,1,Rock,producer,train,5186
seg_005187,sample_01729,1984 - Punk Rock Opera,FAKE,1,Rock,producer,train,5187
seg_005188,sample_01730,2 (Wasn't There) - Isle of Pine,FAKE,1,Rock,producer,val,5188
seg_005189,sample_01730,2 (Wasn't There) - Isle of Pine,FAKE,1,Rock,producer,val,5189
seg_005190,sample_01730,2 (Wasn't There) - Isle of Pine,FAKE,1,Rock,producer,val,5190
seg_005191,sample_01731,Attention - Pete Prodoehl,FAKE,1,Rock,producer,test,5191
seg_005192,sample_01731,Attention - Pete Prodoehl,FAKE,1,Rock,producer,test,5192
seg_005193,sample_01731,Attention - Pete Prodoehl,FAKE,1,Rock,producer,test,5193
seg_005194,sample_01732,Colossal Stillness - Scott Holmes,FAKE,1,Rock,producer,train,5194
seg_005195,sample_01732,Colossal Stillness - Scott Holmes,FAKE,1,Rock,producer,train,5195
seg_005196,sample_01732,Colossal Stillness - Scott Holmes,FAKE,1,Rock,producer,train,5196
seg_005197,sample_01733,Crossing - Los Llamarada,FAKE,1,Rock,producer,train,5197
seg_005198,sample_01733,Crossing - Los Llamarada,FAKE,1,Rock,producer,train,5198
seg_005199,sample_01733,Crossing - Los Llamarada,FAKE,1,Rock,producer,train,5199
seg_005200,sample_01734,Digital Lightning - Cloudkicker,FAKE,1,Rock,producer,train,5200
seg_005201,sample_01734,Digital Lightning - Cloudkicker,FAKE,1,Rock,producer,train,5201
seg_005202,sample_01734,Digital Lightning - Cloudkicker,FAKE,1,Rock,producer,train,5202
seg_005203,sample_01735,Empty Pockets - Pete Prodoehl,FAKE,1,Rock,producer,val,5203
seg_005204,sample_01735,Empty Pockets - Pete Prodoehl,FAKE,1,Rock,producer,val,5204
seg_005205,sample_01735,Empty Pockets - Pete Prodoehl,FAKE,1,Rock,producer,val,5205
seg_005206,sample_01736,Forest Silence - Serpentarivm,FAKE,1,Rock,producer,train,5206
seg_005207,sample_01736,Forest Silence - Serpentarivm,FAKE,1,Rock,producer,train,5207
seg_005208,sample_01736,Forest Silence - Serpentarivm,FAKE,1,Rock,producer,train,5208
seg_005209,sample_01737,Formic Acid for Blood - Punk Rock Opera,FAKE,1,Rock,producer,train,5209
seg_005210,sample_01737,Formic Acid for Blood - Punk Rock Opera,FAKE,1,Rock,producer,train,5210
seg_005211,sample_01737,Formic Acid for Blood - Punk Rock Opera,FAKE,1,Rock,producer,train,5211
seg_005212,sample_01738,Gila Monster Flop/Music History Lesson:The Sonics - The Crypts!,FAKE,1,Rock,producer,val,5212
seg_005213,sample_01738,Gila Monster Flop/Music History Lesson:The Sonics - The Crypts!,FAKE,1,Rock,producer,val,5213
seg_005214,sample_01738,Gila Monster Flop/Music History Lesson:The Sonics - The Crypts!,FAKE,1,Rock,producer,val,5214
seg_005215,sample_01739,"Head of Ancante, Talking Tree - Ak'chamel, The Giver of Illness",FAKE,1,Rock,producer,test,5215
seg_005216,sample_01739,"Head of Ancante, Talking Tree - Ak'chamel, The Giver of Illness",FAKE,1,Rock,producer,test,5216
seg_005217,sample_01739,"Head of Ancante, Talking Tree - Ak'chamel, The Giver of Illness",FAKE,1,Rock,producer,test,5217
seg_005218,sample_01740,I Dream So Vividly - Uninhabitable Mansions,FAKE,1,Rock,producer,train,5218
seg_005219,sample_01740,I Dream So Vividly - Uninhabitable Mansions,FAKE,1,Rock,producer,train,5219
seg_005220,sample_01740,I Dream So Vividly - Uninhabitable Mansions,FAKE,1,Rock,producer,train,5220
seg_005221,sample_01741,I Fell - Mod Fun,FAKE,1,Rock,producer,val,5221
seg_005222,sample_01741,I Fell - Mod Fun,FAKE,1,Rock,producer,val,5222
seg_005223,sample_01741,I Fell - Mod Fun,FAKE,1,Rock,producer,val,5223
seg_005224,sample_01742,Infinite Light - Pipe Choir,FAKE,1,Rock,producer,train,5224
seg_005225,sample_01742,Infinite Light - Pipe Choir,FAKE,1,Rock,producer,train,5225
seg_005226,sample_01742,Infinite Light - Pipe Choir,FAKE,1,Rock,producer,train,5226
seg_005227,sample_01743,I - Inflammator,FAKE,1,Rock,producer,test,5227
seg_005228,sample_01743,I - Inflammator,FAKE,1,Rock,producer,test,5228
seg_005229,sample_01743,I - Inflammator,FAKE,1,Rock,producer,test,5229
seg_005230,sample_01744,Johnny I Lie - The Moi Non Plus,FAKE,1,Rock,producer,train,5230
seg_005231,sample_01744,Johnny I Lie - The Moi Non Plus,FAKE,1,Rock,producer,train,5231
seg_005232,sample_01744,Johnny I Lie - The Moi Non Plus,FAKE,1,Rock,producer,train,5232
seg_005233,sample_01745,KOMFORT - voyageurs,FAKE,1,Rock,producer,train,5233
seg_005234,sample_01745,KOMFORT - voyageurs,FAKE,1,Rock,producer,train,5234
seg_005235,sample_01745,KOMFORT - voyageurs,FAKE,1,Rock,producer,train,5235
seg_005236,sample_01746,LIQUID SKULLS - voyageurs,FAKE,1,Rock,producer,test,5236
seg_005237,sample_01746,LIQUID SKULLS - voyageurs,FAKE,1,Rock,producer,test,5237
seg_005238,sample_01746,LIQUID SKULLS - voyageurs,FAKE,1,Rock,producer,test,5238
seg_005239,sample_01747,Lost Paradise - Autumn Interlude,FAKE,1,Rock,producer,train,5239
seg_005240,sample_01747,Lost Paradise - Autumn Interlude,FAKE,1,Rock,producer,train,5240
seg_005241,sample_01747,Lost Paradise - Autumn Interlude,FAKE,1,Rock,producer,train,5241
seg_005242,sample_01748,Love Dream - The Zombie Dandies,FAKE,1,Rock,producer,test,5242
seg_005243,sample_01748,Love Dream - The Zombie Dandies,FAKE,1,Rock,producer,test,5243
seg_005244,sample_01748,Love Dream - The Zombie Dandies,FAKE,1,Rock,producer,test,5244
seg_005245,sample_01749,March of the GPA Mechanics - [t]ghost,FAKE,1,Rock,producer,val,5245
seg_005246,sample_01749,March of the GPA Mechanics - [t]ghost,FAKE,1,Rock,producer,val,5246
seg_005247,sample_01749,March of the GPA Mechanics - [t]ghost,FAKE,1,Rock,producer,val,5247
seg_005248,sample_01750,Mettle - Pipe Choir,FAKE,1,Rock,producer,train,5248
seg_005249,sample_01750,Mettle - Pipe Choir,FAKE,1,Rock,producer,train,5249
seg_005250,sample_01750,Mettle - Pipe Choir,FAKE,1,Rock,producer,train,5250
seg_005251,sample_01751,Millitary Industrial Complex - Punk Rock Opera,FAKE,1,Rock,producer,train,5251
seg_005252,sample_01751,Millitary Industrial Complex - Punk Rock Opera,FAKE,1,Rock,producer,train,5252
seg_005253,sample_01752,Mountain Mist - Modey Lemon,FAKE,1,Rock,producer,train,5253
seg_005254,sample_01752,Mountain Mist - Modey Lemon,FAKE,1,Rock,producer,train,5254
seg_005255,sample_01752,Mountain Mist - Modey Lemon,FAKE,1,Rock,producer,train,5255
seg_005256,sample_01753,I - Nocturnal Mayhem,FAKE,1,Rock,producer,train,5256
seg_005257,sample_01753,I - Nocturnal Mayhem,FAKE,1,Rock,producer,train,5257
seg_005258,sample_01753,I - Nocturnal Mayhem,FAKE,1,Rock,producer,train,5258
seg_005259,sample_01754,Nose - DUSTdevils,FAKE,1,Rock,producer,train,5259
seg_005260,sample_01754,Nose - DUSTdevils,FAKE,1,Rock,producer,train,5260
seg_005261,sample_01754,Nose - DUSTdevils,FAKE,1,Rock,producer,train,5261
seg_005262,sample_01755,One Eyed Ghost/This is gonna be a rough show - The Crypts!,FAKE,1,Rock,producer,train,5262
seg_005263,sample_01755,One Eyed Ghost/This is gonna be a rough show - The Crypts!,FAKE,1,Rock,producer,train,5263
seg_005264,sample_01755,One Eyed Ghost/This is gonna be a rough show - The Crypts!,FAKE,1,Rock,producer,train,5264
seg_005265,sample_01756,Roach-Man - Punk Rock Opera,FAKE,1,Rock,producer,train,5265
seg_005266,sample_01756,Roach-Man - Punk Rock Opera,FAKE,1,Rock,producer,train,5266
seg_005267,sample_01756,Roach-Man - Punk Rock Opera,FAKE,1,Rock,producer,train,5267
seg_005268,sample_01757,Robocall - Legally Blind,FAKE,1,Rock,producer,train,5268
seg_005269,sample_01757,Robocall - Legally Blind,FAKE,1,Rock,producer,train,5269
seg_005270,sample_01757,Robocall - Legally Blind,FAKE,1,Rock,producer,train,5270
seg_005271,sample_01758,Roland Garros 2048 - Zoliborz,FAKE,1,Rock,producer,train,5271
seg_005272,sample_01758,Roland Garros 2048 - Zoliborz,FAKE,1,Rock,producer,train,5272
seg_005273,sample_01758,Roland Garros 2048 - Zoliborz,FAKE,1,Rock,producer,train,5273
seg_005274,sample_01759,Scramby Eggs - Andy G. Cohen,FAKE,1,Rock,producer,val,5274
seg_005275,sample_01759,Scramby Eggs - Andy G. Cohen,FAKE,1,Rock,producer,val,5275
seg_005276,sample_01759,Scramby Eggs - Andy G. Cohen,FAKE,1,Rock,producer,val,5276
seg_005277,sample_01760,Sea Monster - The Crypts!,FAKE,1,Rock,producer,train,5277
seg_005278,sample_01760,Sea Monster - The Crypts!,FAKE,1,Rock,producer,train,5278
seg_005279,sample_01760,Sea Monster - The Crypts!,FAKE,1,Rock,producer,train,5279
seg_005280,sample_01761,Sfogare Il Dissenso - Deiezione HC,FAKE,1,Rock,producer,test,5280
seg_005281,sample_01761,Sfogare Il Dissenso - Deiezione HC,FAKE,1,Rock,producer,test,5281
seg_005282,sample_01761,Sfogare Il Dissenso - Deiezione HC,FAKE,1,Rock,producer,test,5282
seg_005283,sample_01762,Snakefirewalking - Los Llamarada,FAKE,1,Rock,producer,train,5283
seg_005284,sample_01762,Snakefirewalking - Los Llamarada,FAKE,1,Rock,producer,train,5284
seg_005285,sample_01762,Snakefirewalking - Los Llamarada,FAKE,1,Rock,producer,train,5285
seg_005286,sample_01763,Soul of the Demon - Zombie Raiders,FAKE,1,Rock,producer,train,5286
seg_005287,sample_01763,Soul of the Demon - Zombie Raiders,FAKE,1,Rock,producer,train,5287
seg_005288,sample_01763,Soul of the Demon - Zombie Raiders,FAKE,1,Rock,producer,train,5288
seg_005289,sample_01764,Stranger - Frigg A Go Go (F.A.G.G.),FAKE,1,Rock,producer,train,5289
seg_005290,sample_01764,Stranger - Frigg A Go Go (F.A.G.G.),FAKE,1,Rock,producer,train,5290
seg_005291,sample_01764,Stranger - Frigg A Go Go (F.A.G.G.),FAKE,1,Rock,producer,train,5291
seg_005292,sample_01765,Stuttgart - Portrayal,FAKE,1,Rock,producer,test,5292
seg_005293,sample_01765,Stuttgart - Portrayal,FAKE,1,Rock,producer,test,5293
seg_005294,sample_01765,Stuttgart - Portrayal,FAKE,1,Rock,producer,test,5294
seg_005295,sample_01766,Terve Teille - Чокнутый Пропеллер,FAKE,1,Rock,producer,test,5295
seg_005296,sample_01766,Terve Teille - Чокнутый Пропеллер,FAKE,1,Rock,producer,test,5296
seg_005297,sample_01766,Terve Teille - Чокнутый Пропеллер,FAKE,1,Rock,producer,test,5297
seg_005298,sample_01767,The Contract - The IMG,FAKE,1,Rock,producer,train,5298
seg_005299,sample_01767,The Contract - The IMG,FAKE,1,Rock,producer,train,5299
seg_005300,sample_01767,The Contract - The IMG,FAKE,1,Rock,producer,train,5300
seg_005301,sample_01768,The girl just faded - Los Llamarada,FAKE,1,Rock,producer,val,5301
seg_005302,sample_01768,The girl just faded - Los Llamarada,FAKE,1,Rock,producer,val,5302
seg_005303,sample_01768,The girl just faded - Los Llamarada,FAKE,1,Rock,producer,val,5303
seg_005304,sample_01769,Track 04 - Lightning Bolt,FAKE,1,Rock,producer,train,5304
seg_005305,sample_01769,Track 04 - Lightning Bolt,FAKE,1,Rock,producer,train,5305
seg_005306,sample_01769,Track 04 - Lightning Bolt,FAKE,1,Rock,producer,train,5306
seg_005307,sample_01770,Transmit - Lamprey,FAKE,1,Rock,producer,train,5307
seg_005308,sample_01770,Transmit - Lamprey,FAKE,1,Rock,producer,train,5308
seg_005309,sample_01770,Transmit - Lamprey,FAKE,1,Rock,producer,train,5309
seg_005310,sample_01771,Voxel - Andy G. Cohen,FAKE,1,Rock,producer,val,5310
seg_005311,sample_01771,Voxel - Andy G. Cohen,FAKE,1,Rock,producer,val,5311
seg_005312,sample_01771,Voxel - Andy G. Cohen,FAKE,1,Rock,producer,val,5312
seg_005313,sample_01772,We Move in Waves - Modey Lemon,FAKE,1,Rock,producer,train,5313
seg_005314,sample_01772,We Move in Waves - Modey Lemon,FAKE,1,Rock,producer,train,5314
seg_005315,sample_01772,We Move in Waves - Modey Lemon,FAKE,1,Rock,producer,train,5315
seg_005316,sample_01773,Where Is Everything - The Moi Non Plus,FAKE,1,Rock,producer,test,5316
seg_005317,sample_01773,Where Is Everything - The Moi Non Plus,FAKE,1,Rock,producer,test,5317
seg_005318,sample_01773,Where Is Everything - The Moi Non Plus,FAKE,1,Rock,producer,test,5318
seg_005319,sample_01774,Who Loves You Dear - Mink Lungs,FAKE,1,Rock,producer,test,5319
seg_005320,sample_01774,Who Loves You Dear - Mink Lungs,FAKE,1,Rock,producer,test,5320
seg_005321,sample_01774,Who Loves You Dear - Mink Lungs,FAKE,1,Rock,producer,test,5321
seg_005322,sample_01775,Windows of the Skull - Sarin,FAKE,1,Rock,producer,val,5322
seg_005323,sample_01775,Windows of the Skull - Sarin,FAKE,1,Rock,producer,val,5323
seg_005324,sample_01775,Windows of the Skull - Sarin,FAKE,1,Rock,producer,val,5324
seg_005325,sample_01776,Wir Werden Gott - Japanische Kampfhorspiele,FAKE,1,Rock,producer,train,5325
seg_005326,sample_01776,Wir Werden Gott - Japanische Kampfhorspiele,FAKE,1,Rock,producer,train,5326
seg_005327,sample_01776,Wir Werden Gott - Japanische Kampfhorspiele,FAKE,1,Rock,producer,train,5327
seg_005328,sample_01777,Ynkelig - Die Morgendammerung Des Valhalla,FAKE,1,Rock,producer,train,5328
seg_005329,sample_01777,Ynkelig - Die Morgendammerung Des Valhalla,FAKE,1,Rock,producer,train,5329
seg_005330,sample_01777,Ynkelig - Die Morgendammerung Des Valhalla,FAKE,1,Rock,producer,train,5330
seg_005331,sample_01778,Новый Нью-Йорк 2 - Чокнутый Пропеллер,FAKE,1,Rock,producer,val,5331
seg_005332,sample_01778,Новый Нью-Йорк 2 - Чокнутый Пропеллер,FAKE,1,Rock,producer,val,5332
seg_005333,sample_01778,Новый Нью-Йорк 2 - Чокнутый Пропеллер,FAKE,1,Rock,producer,val,5333
seg_005334,sample_01779,"10,000 People Chanting, ""I'm an Individual"" - Nihilore",FAKE,1,Electronic,songgen,train,5334
seg_005335,sample_01779,"10,000 People Chanting, ""I'm an Individual"" - Nihilore",FAKE,1,Electronic,songgen,train,5335
seg_005336,sample_01780,2Much (Andy Spinelli & Alex Sánchez House Edit) - Tentacles,FAKE,1,Electronic,songgen,test,5336
seg_005337,sample_01780,2Much (Andy Spinelli & Alex Sánchez House Edit) - Tentacles,FAKE,1,Electronic,songgen,test,5337
seg_005338,sample_01781,3 am West End - statusq,FAKE,1,Electronic,songgen,test,5338
seg_005339,sample_01781,3 am West End - statusq,FAKE,1,Electronic,songgen,test,5339
seg_005340,sample_01782,Acoustic Unleashed - Remain,FAKE,1,Electronic,songgen,train,5340
seg_005341,sample_01782,Acoustic Unleashed - Remain,FAKE,1,Electronic,songgen,train,5341
seg_005342,sample_01783,Ad Astra - P C III,FAKE,1,Electronic,songgen,train,5342
seg_005343,sample_01783,Ad Astra - P C III,FAKE,1,Electronic,songgen,train,5343
seg_005344,sample_01784,All of Us - Eric Skiff,FAKE,1,Electronic,songgen,train,5344
seg_005345,sample_01784,All of Us - Eric Skiff,FAKE,1,Electronic,songgen,train,5345
seg_005346,sample_01785,Ancient Whispers I - P C III,FAKE,1,Electronic,songgen,train,5346
seg_005347,sample_01785,Ancient Whispers I - P C III,FAKE,1,Electronic,songgen,train,5347
seg_005348,sample_01786,And Over The Rainbows - milky-chu,FAKE,1,Electronic,songgen,train,5348
seg_005349,sample_01786,And Over The Rainbows - milky-chu,FAKE,1,Electronic,songgen,train,5349
seg_005350,sample_01787,"Aquamarine, My Distant Blue - Nihilore",FAKE,1,Electronic,songgen,train,5350
seg_005351,sample_01787,"Aquamarine, My Distant Blue - Nihilore",FAKE,1,Electronic,songgen,train,5351
seg_005352,sample_01788,Artificial anxiety - Michett,FAKE,1,Electronic,songgen,train,5352
seg_005353,sample_01788,Artificial anxiety - Michett,FAKE,1,Electronic,songgen,train,5353
seg_005354,sample_01789,As Nihilism Gives Way To Existentialism - Nihilore,FAKE,1,Electronic,songgen,train,5354
seg_005355,sample_01789,As Nihilism Gives Way To Existentialism - Nihilore,FAKE,1,Electronic,songgen,train,5355
seg_005356,sample_01790,Authenticity - Nihilore,FAKE,1,Electronic,songgen,train,5356
seg_005357,sample_01790,Authenticity - Nihilore,FAKE,1,Electronic,songgen,train,5357
seg_005358,sample_01791,Autobahn - S-B-J,FAKE,1,Electronic,songgen,train,5358
seg_005359,sample_01791,Autobahn - S-B-J,FAKE,1,Electronic,songgen,train,5359
seg_005360,sample_01792,A Different World By Night - Nihilore,FAKE,1,Electronic,songgen,train,5360
seg_005361,sample_01792,A Different World By Night - Nihilore,FAKE,1,Electronic,songgen,train,5361
